"","exchange_idx","student_text","teacher_text","ground_truth","prediction","correct","Technique","model"
"1846",46,"The rule is to add three to the input.","I don’t hearing sharing at this table yet.  You have to share. Let’s go.  Quickly.  You got by 11.  ","Low","Low","True","Active Prompting","GPT-5"
"1847",47,"I got 36 cubic centimeters.","Number five, Student M?","Low","Low","True","Active Prompting","GPT-5"
"1848",48,"Subtract the whole numbers.  That’ll give you 1.  I think you multiply the fraction –","Wait a minute.","Low","Low","True","Active Prompting","GPT-5"
"1849",49,"The weeks in a year.","What else should you round?","Low","Low","True","Active Prompting","GPT-5"
"1850",50,"He as gonna spell the full name.","It’s not exactly see how it’s like in the middle your ordered pair has to be exactly on the corner, ","Low","Low","True","Active Prompting","GPT-5"
"1851",51,"4 times 2 times 3 equals blank.","Blank.  That’s right.  That’s your number sentence.","Mid","Low","False","Active Prompting","GPT-5"
"1852",52,"Because 12 inches equals 1 foot.","Excellent.  So we really started talking about measurement.  In addition to that – this table – Stud","Mid","Low","False","Active Prompting","GPT-5"
"1853",53,"We did 40 times 30.","Student J did 40 times –","Mid","Mid","True","Active Prompting","GPT-5"
"1854",54,"So 95, that’s Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","Okay.  What’s the question?","Mid","Low","False","Active Prompting","GPT-5"
"1855",55,"– it says like it’s a segment that goes through the center to another edge?","Mm-hmm.","Mid","Low","False","Active Prompting","GPT-5"
"1856",56,"Like, it has two pairs of parallel sides or congruent sides.","Right, exactly.  And, you know, beware.  You know, this trapezoid, you know, stole candy out of my b","Mid","Low","False","Active Prompting","GPT-5"
"1857",57,"Six times six times two.","For what?","Mid","Mid","True","Active Prompting","GPT-5"
"1858",58,"Well I lined all the numbers up.","All right, read it for me.","Mid","Mid","True","Active Prompting","GPT-5"
"1859",59,"Four fifths – no, 80 percent.","How come you can’t put it there?","Mid","High","False","Active Prompting","GPT-5"
"1860",60,"4 into 20 goes 5 times.","Then what?","Mid","Mid","True","Active Prompting","GPT-5"
"1861",61,"Yeah, the 40 on top.","I like to call it a 40, right?  So the 8 stayed in the ones column and the 40 went over to the…","Mid","Mid","True","Active Prompting","GPT-5"
"1862",62,"I was showing them my way.","Okay.  Where is your formula for the parallelogram?","Mid","Low","False","Active Prompting","GPT-5"
"1863",63,"Yes.  You have five-tenths.","No.  Pretend this isn’t there.  Do I have any tenths when I have –?","Mid","Mid","True","Active Prompting","GPT-5"
"1864",64,"I have 14.  Who has three times eight?","Three times eight.","Mid","Low","False","Active Prompting","GPT-5"
"1865",65,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?","Mid","Low","False","Active Prompting","GPT-5"
"1866",66,"You cut it in half.","This way or this way?","Mid","High","False","Active Prompting","GPT-5"
"1867",67,"Sometimes they go by thousands.","Yeah, and you know what, when we’re in decimals, because these aren’t even whole numbers, all of my ","Mid","Mid","True","Active Prompting","GPT-5"
"1868",68,"Will you write it on the board?","No.","Mid","Low","False","Active Prompting","GPT-5"
"1869",69,"I know 30 plus 30.","30 plus 30?","Mid","Mid","True","Active Prompting","GPT-5"
"1870",70,"It’s asking you to do subtract.","How do you know that?","Mid","High","False","Active Prompting","GPT-5"
"1871",71,"1,574 divided by 4.","What’s my first step to solve that division problem?","Mid","Mid","True","Active Prompting","GPT-5"
"1872",72,"If you have 15 and 3 circles.","Leave 15 here?","Mid","Mid","True","Active Prompting","GPT-5"
"1873",73,"The difference between the two numbers.","The difference between the –","Mid","Mid","True","Active Prompting","GPT-5"
"1874",74,"Yeah, that’s a whole.","That’s a whole.  That’s a whole  That’s a whole.  That’s a whole.","Mid","Mid","True","Active Prompting","GPT-5"
"1875",75,"Only in multiplication you need to see how many places there are before it, but in addition you don’","Only in multiplication do you need to count your places behind your decimal.  In addition you just h","Mid","Mid","True","Active Prompting","GPT-5"
"1876",76,"This is 13 and this is 16.","How much, darling, is this right here?","Mid","Mid","True","Active Prompting","GPT-5"
"1877",77,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I g","All right, that’s fine.  So you’re just showing us how you solved the problem?","Mid","Low","False","Active Prompting","GPT-5"
"1878",78,"It’s going to be 8.","How do you know that?","Mid","High","False","Active Prompting","GPT-5"
"1879",79,"I’m saying no, it’s meters.","Oh, sorry.  All right.  Let’s go on.  Number seven, Student M. Excuse me.","Mid","Low","False","Active Prompting","GPT-5"
"1880",80,"Because there’s nothing on the dividend.","Divisor.  There’s not a decimal in the divisor, so I don’t have to move it over anywhere, okay.  So ","Mid","Mid","True","Active Prompting","GPT-5"
"1881",81,"And then the three eighths is adding – well, you added three eighths to the eight eighths to get it.","Okay.  Why do we call this an improper fraction again?  Why is it called improper?","Mid","Mid","True","Active Prompting","GPT-5"
"1882",82,"Could we put it like this?","They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18","Mid","Low","False","Active Prompting","GPT-5"
"1883",83,"[He said 8 times 22].","He said 8 times 3.  He said 20 times 24.  He gave me – you gave me a factor.  Go ahead.","Mid","Mid","True","Active Prompting","GPT-5"
"1884",84,"It’s equal by 6.","So what does that mean?  It’s only got the—","Mid","Mid","True","Active Prompting","GPT-5"
"1885",85,"Three-thousand-five-hundred-twenty-six yards.","Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?","Mid","Low","False","Active Prompting","GPT-5"
"1886",86,"Because in every group there’s three circles.","Okay.  So, we have our four equal groups.  Now, shade in the group we originally circled, like, colo","Mid","High","False","Active Prompting","GPT-5"
"1887",87,"I’ll just put it right there.","No, no, absolutely not, Student H.  This really about being organized.  Let me get a different erase","Mid","Low","False","Active Prompting","GPT-5"
"1888",88,"6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.","Mm-hmm.","Mid","Low","False","Active Prompting","GPT-5"
"1889",89,"Each box contains 18 apples.","Good.  Each box – please write this down.  Each box contains 18 apples.  My third sentence is my que","Mid","Mid","True","Active Prompting","GPT-5"
"1890",90,"On the top it’s round.","Does it have a curved one?","Mid","Mid","True","Active Prompting","GPT-5"
"1891",91,"I could say 5 times 2 times 5 times 2.","Sweetie, how many do we have here?  How many cubes do we have in total?","Mid","Mid","True","Active Prompting","GPT-5"
"1892",92,"No, because you’re going to keep on going.","Because it doesn’t go into 10.  Right?","Mid","Mid","True","Active Prompting","GPT-5"
"1893",93,"Like, after the V it would be –","After it would be six, yep.  Now, if an I comes after the V – and you always put a line across the t","Mid","Mid","True","Active Prompting","GPT-5"
"1894",94,"G and T are both members of the high school ___ ___ team.  At practice they – sorry, at practice eac","Mm-hmm.","Mid","Low","False","Active Prompting","GPT-5"
"1895",95,"I have 84.  Who has 11 times three?","Eleven time –","Mid","Low","False","Active Prompting","GPT-5"
"1896",96,"Because it tells you the order of operation.","Very good.  Keep talking.","Mid","Low","False","Active Prompting","GPT-5"
"1897",97,"We need a bigger one, two of these together.","All right, turn it over. Two again.  It is.","Mid","Low","False","Active Prompting","GPT-5"
"1898",98,"A polygon has a closed shape.","Mm-hmm, a polygon is a closed shape.","Mid","Mid","True","Active Prompting","GPT-5"
"1899",99,"This is the height for A.","I don’t know.  You tell me.","Mid","Low","False","Active Prompting","GPT-5"
"1900",100,"Nine and eighty-five-hundredths.","Good.  Okay, five plus zero is five.  Nine plus nine is eighteen, carry my one.  And bring down my d","Mid","Low","False","Active Prompting","GPT-5"
"1901",101,"It’s a faster way of doing addition.","Okay.  It’s a faster way to add.  So ultimately, when we multiply we’re looking at combining groups ","High","Mid","False","Active Prompting","GPT-5"
"1902",102,"Three fourths, one half, those thingies—","What do those thingies mean?","High","Mid","False","Active Prompting","GPT-5"
"1903",103,"Because there’s no – they’re all straight lines.","Very good.  Let’s zoom this in.  Your first reaction might be that this is a no, but if you look clo","High","High","True","Active Prompting","GPT-5"
"1904",104,"Because you might get another nine.","I might, in my next eight rolls, roll another nine or an eight, so leaving this open here, there’s a","High","High","True","Active Prompting","GPT-5"
"1905",105,"So two and one half?","There you go, okay.  Student O, let me help you.  Okay, there is one, because you are doing groups o","High","High","True","Active Prompting","GPT-5"
"1906",106,"Wouldn’t it be a negative?","It’s not a negative number.  Uh-uh.  Negative number means you’ve gone beyond – you’ve gone below ze","High","Mid","False","Active Prompting","GPT-5"
"1907",107,"Because it’s before addition.","What’s before addition?","High","Mid","False","Active Prompting","GPT-5"
"1908",108,"How many snowballs are there in all?","Excellent.  So you have 10 piles.  So the piles are the groups, right?","High","Mid","False","Active Prompting","GPT-5"
"1909",109,"I was gonna ask you if you just count the, add the kilograms and the grams.","Well I would think you need to multiply yeah unless you’re going to add it five times. Why are you m","High","High","True","Active Prompting","GPT-5"
"1910",110,"We’re doing 9 by 6 and we’re just putting it up.","Okay.  Why did you make the outside first?","High","High","True","Active Prompting","GPT-5"
"1911",111,"Because of this right here, if you look at the other ones, these, they’re kind of like the same.  So","Kind of helps you visualize how many more you need?  Okay.  You think you can visualize it too?","High","Mid","False","Active Prompting","GPT-5"
"1912",112,"You added more than you needed.","You added more than you needed.  I don’t know.  I just saw it on two or three people’s papers so I w","High","Mid","False","Active Prompting","GPT-5"
"1913",113,"16 ounces to a pound?","Right.  So 16 of these – 5 – how many pencils would make a pound if 5 if 1 ounce?","High","High","True","Active Prompting","GPT-5"
"1914",114,"Sophie has 8 stickers and she wants to give 2 to each of her friends.  How many of her friends will ","Okay.  What are the two pieces of information that you need? What two numbers are you going to be wo","High","Mid","False","Active Prompting","GPT-5"
"1915",115,"We wrote it down underneath, how long Carrie is from the park and then we subtract them.","Okay.  Does this give you times two or would it be half of that- -Susan Jones’ house, 87/100 times t","High","Low","False","Active Prompting","GPT-5"
"1916",116,"You make the arrow again and then put H U.","Okay, good.  It doesn’t matter on a line which order the letters are in.  Is there something else I ","High","High","True","Active Prompting","GPT-5"
"1917",117,"Is two eighths equal to one fourth?","Why don’t you look at one of these and try to figure it out. Two eighths.  Here’s eighths, right?  A","High","Mid","False","Active Prompting","GPT-5"
"1918",118,"Length, width, and height of a box.","Correct.  So don’t ask me, “I don’t get it.  What are dimensions?  Dimensions are the length, width,","High","Mid","False","Active Prompting","GPT-5"
"1919",119,"And the short side is the same.","The two short sides are the same?","High","Mid","False","Active Prompting","GPT-5"
"1920",120,"26 million, 300 – wait, yeah, 354 – no, 50, 53.","53,000, uh-huh.  What’s the rest of it?","High","Mid","False","Active Prompting","GPT-5"
"1921",121,"You would have had like 2 wholes.  It should be 56 hundredths.","Okay, I’m sorry, I did it wrong.   All right, you are right. So let’s do this one again, I’m sorry. ","High","High","True","Active Prompting","GPT-5"
"1922",122,"The one on the right is just not – like you don’t take eight of them.  You don’t make a whole.","The one on the right, you don’t take eight of them and you don’t make a whole?  Is that what you’re ","High","High","True","Active Prompting","GPT-5"
"1923",123,"The angles are the same because it’s the same lines and length.","In an equilateral triangle, all the sides are the same, all the angles are the same, but an isoscele","High","High","True","Active Prompting","GPT-5"
"1924",124,"I noticed that the more I went on in the game, that I could add it more mentally.","That’s a good point.  Did everyone hear what she said?  If you didn’t, eyes up here please, if you d","High","High","True","Active Prompting","GPT-5"
"1925",125,"3, 5, 6, 9, 10.","Good.  So I’m going to use this fraction, my rules of divisibility to see which ones can help me red","High","Low","False","Active Prompting","GPT-5"
"1926",126,"Don’t you count it this way?","No.  You count it this way.  Try this way.  When I say hundredths, think of two places out, then fil","High","Low","False","Active Prompting","GPT-5"
"1927",127,"We have one-third of his students like to play dodge ball.","Okay, one-third of his students like to play dodge ball.  Do we really care what they like to play?","High","Mid","False","Active Prompting","GPT-5"
"1928",128,"What’s your favorite food?","Mexican.  But if I just walked up to you and said, “Hey, Student A, Mexican.  Does that make sense?","High","Mid","False","Active Prompting","GPT-5"
"1929",129,"That 10 is half of 20 and –","Okay, 10 is half of 20.  And what did we already know about 10? What did we already know about when ","High","High","True","Active Prompting","GPT-5"
"1930",130,"Sixty-three divided by seven –","Oh, I’m so excited that you knew to say 63 first.  We say the number that’s in that little house, do","High","Mid","False","Active Prompting","GPT-5"
"1931",131,"9 plus 5 is 4.","What you’re doing – what’s the term we use?","High","High","True","Active Prompting","GPT-5"
"1932",132,"What do you mean by explain your reasoning?  Don’t you mean explain why?","All right, explain why you came up with the answer you did, yes.  But reasoning also means the why, ","High","Mid","False","Active Prompting","GPT-5"
"1933",133,"[She does], she has 0 and 75 –","She’s into – she actually has more, just over a whole number, or the whole number 1.  Yes, Student K","High","Mid","False","Active Prompting","GPT-5"
"1934",134,"It’s a prime number.","It’s a prime number.  Why is it a prime number?","High","High","True","Active Prompting","GPT-5"
"1935",135,"These prices are, like, $10.00.","Oh, so it’s gonna be really challenging.  But who does – how many people does it feed?","High","High","True","Active Prompting","GPT-5"
"1936",136,"Because there’s already a 4.","Already a 4, so we have a 2, then what?  A 4 here, then a 3 here.  I’m going to fill in our numbers ","High","Mid","False","Active Prompting","GPT-5"
"1937",137,"Organize.  You used to have it up.","I know.  Definitely, I should put it back, don’t you think? Organized work.  Yes, Student J?","High","Mid","False","Active Prompting","GPT-5"
"1938",138,"The denominator tells us how many there are in each rectangle, how much it says on the rectangle.","Student J, okay.  Can I recap what you said a little bit?  Did you mean the denominator down here, t","High","High","True","Active Prompting","GPT-5"
"1939",139,"Because it’s 85 hundredths.","It does say 85 hundredths, but what if someone didn’t know how to read that?  How do we know that we","High","High","True","Active Prompting","GPT-5"
"1940",140,"No, it means this is larger than this.  It can’t be larger than this.","The denominator has to be larger.  Right.  So how many groups of 18 are in 22?","High","Mid","False","Active Prompting","GPT-5"
"1941",141,"Yeah, except for the one in the middle.","How many people agree with what Student L is saying?  How many people think these are polygons?  Han","High","Low","False","Active Prompting","GPT-5"
"1942",142,"That’s 100 and 10.","100 tens.  And then what do I do?","High","Mid","False","Active Prompting","GPT-5"
"1943",143,"The length is how far it goes up and the width is how far it goes across?","Usually when you say the length, the longer side is the length and the width is how wide it is.  The","High","Mid","False","Active Prompting","GPT-5"
"1944",144,"The numerator is bigger than the denominator.","The numerator is bigger than the denominator.  And we’re going to end class with that because that’s","High","Low","False","Active Prompting","GPT-5"
"1945",145,"You could also do this.  Like if you have a finance like that and you know it’s big number.  You cou","Exactly.  And I love how Student J just said that.  He made a connection.  And if you were doing an ","High","Mid","False","Active Prompting","GPT-5"
"1946",146,"What case is blue?  Blueberry?","What does it say on your key?  Look at your key.  You ready?","High","Low","False","Active Prompting","GPT-5"
"1947",147,"Ethan gave two eighths of his collection to Ruby, so I just added one eighth to one eighth and one e","And what were you thinking with two eighths?","High","High","True","Active Prompting","GPT-5"
"1948",148,"14, 28, 42, 56, 70, 84, 98, 112, 126.","Very nice.  How did you know those?","High","High","True","Active Prompting","GPT-5"
"1949",149,"Okay, that is one and two twelfths.","Ah, look at my picture.  I have my one whole with two twelfths hanging over.  So my box is not even ","High","High","True","Active Prompting","GPT-5"
"1950",150,"Because they’re not equal.  So take them and –","So you’re going to pretend like it’s empty space?  Okay.","High","Mid","False","Active Prompting","GPT-5"
"1951",0,"2 times 20 is 40.","Well, think about this.  What?","Low","Low","True","DSPy_100","GPT-5"
"1952",1,"Well, I don’t know how to explain it.","Go ahead and try.","Low","Low","True","DSPy_100","GPT-5"
"1953",2,"Ready?  Set?  Go.  [Dice being thrown].  [Students working on game].","Don’t forget, we have addition and subtraction, also. Addition.  Subtraction.  Multiplication.  Divi","Low","Mid","False","DSPy_100","GPT-5"
"1954",3,"The other is the 3.","Since we have a 4 right here, we know we can’t have what right here?","Low","Mid","False","DSPy_100","GPT-5"
"1955",4,"I know what I’m doing.","You can kind of have freedom on it.  I’m not telling you specifics. I’m gonna put your criteria up h","Low","Mid","False","DSPy_100","GPT-5"
"1956",5,"I did it like that.","That’s a lot of people.","Low","Low","True","DSPy_100","GPT-5"
"1957",6,"After you do eight, you do four, right?","What, honey?","Low","Low","True","DSPy_100","GPT-5"
"1958",7,"If we know how much the other players -","Yeah.","Low","Low","True","DSPy_100","GPT-5"
"1959",8,"I don’t know what you all was talking about.","And put the date on there. You fill in the date already he sure is. They told you it gonna be done e","Low","Low","True","DSPy_100","GPT-5"
"1960",9,"That’s what I’m going to do.","All right, guys.  Shh.  Shh.  Tonight, you’re going to work on practice book 22.4.  all of it.  All ","Low","Low","True","DSPy_100","GPT-5"
"1961",10,"List all of the factors of 96.","Student K?","Low","Low","True","DSPy_100","GPT-5"
"1962",11,"I earned $245.00 in two weeks.  How much did I earn each day?","Student C?","Low","Low","True","DSPy_100","GPT-5"
"1963",12,"An obtuse angle is more than 90 degrees.","Why don’t we put our pencils down and just do some brainstorming, and then we’ll go back through it?","Low","Low","True","DSPy_100","GPT-5"
"1964",13,"4 hours and 5 minutes.","And we put a zero there.  Student Z, we put a zero there ‘cause it’s our first 5.  If you did it, go","Low","Mid","False","DSPy_100","GPT-5"
"1965",14,"The same thing at the bottom?","Student D, multiply 12 times four.  Here.","Low","Low","True","DSPy_100","GPT-5"
"1966",15,"I was writing let me see.","Parallel sides, right angles, squares, rhombus.","Low","Low","True","DSPy_100","GPT-5"
"1967",16,"I didn’t get that.","Now this is – I’m saying this assuming that was your answer. That’s just an example.","Low","Low","True","DSPy_100","GPT-5"
"1968",17,"I don’t remember that.","And when we played Close to 100, which strategy did we discover?  What do we try to make in the tens","Low","Mid","False","DSPy_100","GPT-5"
"1969",18,"Small number on top means it’s time to stop.  Borrow from the left.  It won’t be called theft.  Cros","Oh, I’m so excited.  Sixteen minus seven equals, Student D?","Low","Mid","False","DSPy_100","GPT-5"
"1970",19,"I’m doing the work. I’m doing the work on this.","So addition asks for a total and this says how many right. So I’m noticing the language as just not ","Low","Low","True","DSPy_100","GPT-5"
"1971",20,"So you want us to go to number four?","12:20, and then all of a sudden you went to 1:00.  That’s not an hour.  That’s 40 minute.  So in ord","Low","Low","True","DSPy_100","GPT-5"
"1972",21,"So, is this my number or –","He’s gonna finish rolling all the way across.  Keep going. You’re gonna roll the next two.  You all ","Low","Mid","False","DSPy_100","GPT-5"
"1973",22,"Do we do improper and a mixed number?","I like what I’m seeing.  How we doing?","Low","Low","True","DSPy_100","GPT-5"
"1974",23,"It’s not a prime number,","What is 21? Seven times three, so that means 21 is?","Low","High","False","DSPy_100","GPT-5"
"1975",24,"Or from greatest to least.","Student J.","Low","Low","True","DSPy_100","GPT-5"
"1976",25,"1 out of 3. I saw what is that? And another 1 out of 3.","And if you all want to have him actually build some of the ones after he finishes with that page you","Low","Low","True","DSPy_100","GPT-5"
"1977",26,"Why does it have a comma?","Read this number for me, Student K.","Low","Mid","False","DSPy_100","GPT-5"
"1978",27,"Wow, N is doing a good job.","I’m going to leave part of this as a template for you for your own paper.  We are going to take some","Low","Low","True","DSPy_100","GPT-5"
"1979",28,"How does that look like a 10?","All right, so now we have to do our coordinates and let’s put our parentheses in.  You will get to t","Low","Low","True","DSPy_100","GPT-5"
"1980",29,"Say the multiplication tables for the number 8.","Ready, set, go.","Low","Low","True","DSPy_100","GPT-5"
"1981",30,"Oh, that’s what we’re doing.","And over here red, green.","Low","Low","True","DSPy_100","GPT-5"
"1982",31,"You subtract all of them.","What did I do to get the quotient?","Low","Mid","False","DSPy_100","GPT-5"
"1983",32,"He thinks it goes from one-half and it keeps on going until it gets to smaller pieces, smaller.  We’","So what do you need from me?","Low","Mid","False","DSPy_100","GPT-5"
"1984",33,"What did we get for number 12?","Yeah.","Low","Low","True","DSPy_100","GPT-5"
"1985",34,"The person who did the wrong one, they did 50 times 3 when they were supposed to do 50 times 24.","So I’m thinking that we need a way to keep track of our work, that everybody who’s having their prob","Low","Low","True","DSPy_100","GPT-5"
"1986",35,"A number that can’t go lower–","What are the only two numbers that can go into a prime number, Student O?","Low","Mid","False","DSPy_100","GPT-5"
"1987",36,"Wait, what were the names?","But you’re going to have to think of the rule that will help that work because you’re going to have ","Low","Low","True","DSPy_100","GPT-5"
"1988",37,"The first step is 8 times 10.","Who can give me a story context for 18 times 14?  Just like we talked about here, 3 trees, 9 apples.","Low","Low","True","DSPy_100","GPT-5"
"1989",38,"Because the base of it is a hexagon.","Student K?","Low","Low","True","DSPy_100","GPT-5"
"1990",39,"I know some of it.","And we can also study the two multiplication problems, 11 times 11 and 11 times 12.  That’s a little","Low","Low","True","DSPy_100","GPT-5"
"1991",40,"So you take away Tino’s and you multiply Val’s?","Every single time that we did – we did this times – well, we changed this up so much.  When we did t","Low","Mid","False","DSPy_100","GPT-5"
"1992",41,"130 – I think it’s 130.","So what’s the question?","Low","Low","True","DSPy_100","GPT-5"
"1993",42,"Area of a parallelogram is base times height.","Area of a, and I’m sorry, my drawings aren’t too great today. Especially that one.","Low","Low","True","DSPy_100","GPT-5"
"1994",43,"Is this like this?  Is it multiplied by [four]?","Hmm?","Low","Low","True","DSPy_100","GPT-5"
"1995",44,"[As soon as] she puts 300, two times.","Okay, so this, Student N, about trying to keep track of your pieces.  In the array here, I’m gonna s","Low","High","False","DSPy_100","GPT-5"
"1996",45,"The rule is to add three to the input.","I don’t hearing sharing at this table yet.  You have to share. Let’s go.  Quickly.  You got by 11.  ","Low","Low","True","DSPy_100","GPT-5"
"1997",46,"I got 36 cubic centimeters.","Number five, Student M?","Low","Low","True","DSPy_100","GPT-5"
"1998",47,"Subtract the whole numbers.  That’ll give you 1.  I think you multiply the fraction –","Wait a minute.","Low","Low","True","DSPy_100","GPT-5"
"1999",48,"The weeks in a year.","What else should you round?","Low","Mid","False","DSPy_100","GPT-5"
"2000",49,"He as gonna spell the full name.","It’s not exactly see how it’s like in the middle your ordered pair has to be exactly on the corner, ","Low","Low","True","DSPy_100","GPT-5"
"2001",50,"4 times 2 times 3 equals blank.","Blank.  That’s right.  That’s your number sentence.","Low","Mid","False","DSPy_100","GPT-5"
"2002",51,"Because 12 inches equals 1 foot.","Excellent.  So we really started talking about measurement.  In addition to that – this table – Stud","Low","Mid","False","DSPy_100","GPT-5"
"2003",52,"We did 40 times 30.","Student J did 40 times –","Low","Mid","False","DSPy_100","GPT-5"
"2004",53,"So 95, that’s Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","Okay.  What’s the question?","Low","Low","True","DSPy_100","GPT-5"
"2005",54,"– it says like it’s a segment that goes through the center to another edge?","Mm-hmm.","Low","Low","True","DSPy_100","GPT-5"
"2006",55,"Like, it has two pairs of parallel sides or congruent sides.","Right, exactly.  And, you know, beware.  You know, this trapezoid, you know, stole candy out of my b","Low","Low","True","DSPy_100","GPT-5"
"2007",56,"Six times six times two.","For what?","Low","Mid","False","DSPy_100","GPT-5"
"2008",57,"Well I lined all the numbers up.","All right, read it for me.","Low","Low","True","DSPy_100","GPT-5"
"2009",58,"Four fifths – no, 80 percent.","How come you can’t put it there?","Low","Mid","False","DSPy_100","GPT-5"
"2010",59,"4 into 20 goes 5 times.","Then what?","Low","Mid","False","DSPy_100","GPT-5"
"2011",60,"Yeah, the 40 on top.","I like to call it a 40, right?  So the 8 stayed in the ones column and the 40 went over to the…","Low","High","False","DSPy_100","GPT-5"
"2012",61,"I was showing them my way.","Okay.  Where is your formula for the parallelogram?","Low","Low","True","DSPy_100","GPT-5"
"2013",62,"Yes.  You have five-tenths.","No.  Pretend this isn’t there.  Do I have any tenths when I have –?","Low","Mid","False","DSPy_100","GPT-5"
"2014",63,"I have 14.  Who has three times eight?","Three times eight.","Low","Mid","False","DSPy_100","GPT-5"
"2015",64,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?","Low","Low","True","DSPy_100","GPT-5"
"2016",65,"You cut it in half.","This way or this way?","Low","Mid","False","DSPy_100","GPT-5"
"2017",66,"Sometimes they go by thousands.","Yeah, and you know what, when we’re in decimals, because these aren’t even whole numbers, all of my ","Low","Mid","False","DSPy_100","GPT-5"
"2018",67,"Will you write it on the board?","No.","Low","Low","True","DSPy_100","GPT-5"
"2019",68,"I know 30 plus 30.","30 plus 30?","Low","Mid","False","DSPy_100","GPT-5"
"2020",69,"It’s asking you to do subtract.","How do you know that?","Low","High","False","DSPy_100","GPT-5"
"2021",70,"1,574 divided by 4.","What’s my first step to solve that division problem?","Low","Mid","False","DSPy_100","GPT-5"
"2022",71,"If you have 15 and 3 circles.","Leave 15 here?","Low","Mid","False","DSPy_100","GPT-5"
"2023",72,"The difference between the two numbers.","The difference between the –","Low","Mid","False","DSPy_100","GPT-5"
"2024",73,"Yeah, that’s a whole.","That’s a whole.  That’s a whole  That’s a whole.  That’s a whole.","Low","Mid","False","DSPy_100","GPT-5"
"2025",74,"Only in multiplication you need to see how many places there are before it, but in addition you don’","Only in multiplication do you need to count your places behind your decimal.  In addition you just h","Low","High","False","DSPy_100","GPT-5"
"2026",75,"This is 13 and this is 16.","How much, darling, is this right here?","Low","Mid","False","DSPy_100","GPT-5"
"2027",76,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I g","All right, that’s fine.  So you’re just showing us how you solved the problem?","Low","Mid","False","DSPy_100","GPT-5"
"2028",77,"It’s going to be 8.","How do you know that?","Low","Mid","False","DSPy_100","GPT-5"
"2029",78,"I’m saying no, it’s meters.","Oh, sorry.  All right.  Let’s go on.  Number seven, Student M. Excuse me.","Low","Low","True","DSPy_100","GPT-5"
"2030",79,"Because there’s nothing on the dividend.","Divisor.  There’s not a decimal in the divisor, so I don’t have to move it over anywhere, okay.  So ","Low","High","False","DSPy_100","GPT-5"
"2031",80,"And then the three eighths is adding – well, you added three eighths to the eight eighths to get it.","Okay.  Why do we call this an improper fraction again?  Why is it called improper?","Low","Mid","False","DSPy_100","GPT-5"
"2032",81,"Could we put it like this?","They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18","Low","Low","True","DSPy_100","GPT-5"
"2033",82,"[He said 8 times 22].","He said 8 times 3.  He said 20 times 24.  He gave me – you gave me a factor.  Go ahead.","Low","Mid","False","DSPy_100","GPT-5"
"2034",83,"It’s equal by 6.","So what does that mean?  It’s only got the—","Low","Mid","False","DSPy_100","GPT-5"
"2035",84,"Three-thousand-five-hundred-twenty-six yards.","Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?","Low","Low","True","DSPy_100","GPT-5"
"2036",85,"Because in every group there’s three circles.","Okay.  So, we have our four equal groups.  Now, shade in the group we originally circled, like, colo","Low","Mid","False","DSPy_100","GPT-5"
"2037",86,"I’ll just put it right there.","No, no, absolutely not, Student H.  This really about being organized.  Let me get a different erase","Low","Mid","False","DSPy_100","GPT-5"
"2038",87,"6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.","Mm-hmm.","Low","Low","True","DSPy_100","GPT-5"
"2039",88,"Each box contains 18 apples.","Good.  Each box – please write this down.  Each box contains 18 apples.  My third sentence is my que","Low","High","False","DSPy_100","GPT-5"
"2040",89,"On the top it’s round.","Does it have a curved one?","Low","Mid","False","DSPy_100","GPT-5"
"2041",90,"I could say 5 times 2 times 5 times 2.","Sweetie, how many do we have here?  How many cubes do we have in total?","Low","Mid","False","DSPy_100","GPT-5"
"2042",91,"No, because you’re going to keep on going.","Because it doesn’t go into 10.  Right?","Low","Mid","False","DSPy_100","GPT-5"
"2043",92,"Like, after the V it would be –","After it would be six, yep.  Now, if an I comes after the V – and you always put a line across the t","Low","High","False","DSPy_100","GPT-5"
"2044",93,"G and T are both members of the high school ___ ___ team.  At practice they – sorry, at practice eac","Mm-hmm.","Low","Low","True","DSPy_100","GPT-5"
"2045",94,"I have 84.  Who has 11 times three?","Eleven time –","Low","Mid","False","DSPy_100","GPT-5"
"2046",95,"Because it tells you the order of operation.","Very good.  Keep talking.","Low","Mid","False","DSPy_100","GPT-5"
"2047",96,"We need a bigger one, two of these together.","All right, turn it over. Two again.  It is.","Low","Mid","False","DSPy_100","GPT-5"
