"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"6492","42","Alicorn then maybe?","confusion","curiosity","False","DSPy_100","GPT-5"
"6493","43","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","DSPy_100","GPT-5"
"6494","44","Kinda like how he wants to “out” kids?","confusion","annoyance, disapproval","False","DSPy_100","GPT-5"
"6495","45","I am confusion.","confusion","confusion","True","DSPy_100","GPT-5"
"6496","46","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","annoyance, confusion, disappointment, disapproval, surprise","False","DSPy_100","GPT-5"
"6497","47","What is everybody obsession with trading away young players in this sub?","curiosity","annoyance, confusion, disapproval","False","DSPy_100","GPT-5"
"6498","48","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why ","curiosity","annoyance, confusion, curiosity, disapproval, surprise","False","DSPy_100","GPT-5"
"6499","49","I am for socialised health care but how exactly would that solve long wait times?","curiosity","approval, confusion, curiosity","False","DSPy_100","GPT-5"
"6500","50","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble a","curiosity","curiosity, disapproval","False","DSPy_100","GPT-5"
"6501","51","Goodnight and good luck.","desire","caring, optimism","False","DSPy_100","GPT-5"
"6502","52","I wish I was there lol","desire","amusement, desire","False","DSPy_100","GPT-5"
"6503","53","What did he get help with?","desire","curiosity","False","DSPy_100","GPT-5"
"6504","54","You should eat real cake today too!","desire","caring, excitement","False","DSPy_100","GPT-5"
"6505","55","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefu","desire","annoyance, desire, disappointment, optimism","False","DSPy_100","GPT-5"
"6506","56","i got a bump and a bald spot. i feel dumb <3","disappointment","embarrassment, love","False","DSPy_100","GPT-5"
"6507","57","I just don't want to see them shame themselves, and actually show their worth and virtue instead of ","disappointment","caring, desire, disapproval","False","DSPy_100","GPT-5"
"6508","58","She refuses to go to therapy.","disappointment","disappointment, disapproval","False","DSPy_100","GPT-5"
"6509","59","""I didn't learn anything from the last short clip video on twitter that cut in mid way through an co","disappointment","amusement, annoyance, disappointment, disapproval","False","DSPy_100","GPT-5"
"6510","60","No no no. They only have no worth if they don’t support [RELIGION].","disappointment","annoyance, disapproval, disgust","False","DSPy_100","GPT-5"
"6511","61","I don't judge anyone with this stuff trust me I can hold it close to my face so I could make tea!","disapproval","amusement","False","DSPy_100","GPT-5"
"6512","62","Not possible to change da truth","disapproval","disapproval","True","DSPy_100","GPT-5"
"6513","63","I guess if you haven't been on the sub for a while you don't understand that boycott was synonymous ","disapproval","annoyance, disapproval, disgust","False","DSPy_100","GPT-5"
"6514","64","I'm just reminding everyone. you're not helping the situation by being pedantic","disapproval","annoyance, disappointment, disapproval","False","DSPy_100","GPT-5"
"6515","65","Not surprised...he has ZERO interest in finding a job and living like a responsible adult...","disapproval","annoyance, disappointment, disapproval","False","DSPy_100","GPT-5"
"6516","66","People are very complicated.","disgust","realization","False","DSPy_100","GPT-5"
"6517","67","Plus, thinking you know someone that you don't just weirds them out. It must be disturbing having pe","disgust","annoyance, disapproval","False","DSPy_100","GPT-5"
"6518","68","You’re right, republicans are worse because they have nukes.","disgust","approval, disapproval","False","DSPy_100","GPT-5"
"6519","69","They’re disgusting people inside and out","disgust","anger, disapproval, disgust","False","DSPy_100","GPT-5"
"6520","70","creepy, the only way to make it more creepy is to leave it on her bed stand table to find it in the ","disgust","disapproval, disgust","False","DSPy_100","GPT-5"
"6521","71","feeling like im not normal and that im shameful and wrong and other people telling me those things a","embarrassment","disapproval, embarrassment, realization, sadness","False","DSPy_100","GPT-5"
"6522","72","Why am I crying alone in my room rn","embarrassment","confusion, sadness","False","DSPy_100","GPT-5"
"6523","73","For fucking real. That is not normal behavior for anyone over the age of 15 and it's totally cringey","embarrassment","anger, annoyance, disapproval, disgust, embarrassment","False","DSPy_100","GPT-5"
"6524","74","What no one in the history of time has ever recovered from a bad first date? Hard pass on this anecd","embarrassment","annoyance, disapproval, surprise","False","DSPy_100","GPT-5"
"6525","75","What? I’m regular lurker here that just deiced to comment.","embarrassment","confusion, surprise","False","DSPy_100","GPT-5"
"6526","76","I used to work nights at a 24-hour Walmart, “interesting” is a damn tame word for it.","excitement","amusement, annoyance","False","DSPy_100","GPT-5"
"6527","77","Married at first sight!","excitement","excitement","True","DSPy_100","GPT-5"
"6528","78","I just watched the video and I don’t think that was his sister.","excitement","realization","False","DSPy_100","GPT-5"
"6529","79","I can’t wait!!!","excitement","desire, excitement, optimism","False","DSPy_100","GPT-5"
"6530","80","Airport is crazy busy. T2 specifically. Crazy crazy. Get there earlier if dropping bags... Virgin ev","excitement","caring, surprise","False","DSPy_100","GPT-5"
"6531","81","Super creepy. And leaving the note is out of line","fear","annoyance, disapproval, disgust, fear","False","DSPy_100","GPT-5"
"6532","82","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","amusement, disapproval, excitement, pride","False","DSPy_100","GPT-5"
"6533","83","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","disappointment, sadness","False","DSPy_100","GPT-5"
"6534","84","I would be creeped out.","fear","fear, nervousness","False","DSPy_100","GPT-5"
"6535","85","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","DSPy_100","GPT-5"
"6536","86","thank you!!","gratitude","gratitude","True","DSPy_100","GPT-5"
"6537","87","Thank you!","gratitude","gratitude","True","DSPy_100","GPT-5"
"6538","88","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","admiration, approval, gratitude","False","DSPy_100","GPT-5"
"6539","89","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement, embarrassment","False","DSPy_100","GPT-5"
"6540","90","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","admiration, approval, gratitude","False","DSPy_100","GPT-5"
"6541","91",">ribs My condolences on your loss.","grief","caring, grief, sadness","False","DSPy_100","GPT-5"
"6542","92","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","anger, disapproval, grief, sadness","False","DSPy_100","GPT-5"
"6543","93","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","disappointment, sadness","False","DSPy_100","GPT-5"
"6544","94","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though","grief","admiration, disappointment","False","DSPy_100","GPT-5"
"6545","95","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","DSPy_100","GPT-5"
"6546","96","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","amusement, realization","False","DSPy_100","GPT-5"
"6547","97","I like you both.","joy","love","False","DSPy_100","GPT-5"
"6548","98","So happy for your strong stance and to help him on his way out of your life.","joy","admiration, approval, caring, joy, optimism","False","DSPy_100","GPT-5"
"6549","99","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they","joy","annoyance, approval, disapproval, relief, surprise","False","DSPy_100","GPT-5"
"6550","100","Oh the joys of Marine Corps boot camp!!","joy","amusement, annoyance","False","DSPy_100","GPT-5"
"6551","101","I like you. Yes, you.","love","love","True","DSPy_100","GPT-5"
"6552","102","The Iowa State Cyclones are my favorite college basketball team.","love","love","True","DSPy_100","GPT-5"
"6553","103","I actually currently have a girlfriend and I love her. It's just that those past situations gave me ","love","disappointment, fear, love, realization, sadness","False","DSPy_100","GPT-5"
"6554","104","love how nobody decides to run over to him and help","love","annoyance, disappointment, disapproval","False","DSPy_100","GPT-5"
"6555","105","Love Galore pt.2 💯🔥🔥","love","admiration, approval, excitement","False","DSPy_100","GPT-5"
"6556","106","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","realization","False","DSPy_100","GPT-5"
"6557","107","Your age difference is incredibly creepy.","nervousness","disapproval, disgust","False","DSPy_100","GPT-5"
"6558","108","Run the addresses through the property records. If the mailing address of owner ain't local, they it","nervousness","disapproval","False","DSPy_100","GPT-5"
"6559","109","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","annoyance, disapproval, surprise","False","DSPy_100","GPT-5"
"6560","110","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","caring, fear","False","DSPy_100","GPT-5"
"6561","111","Oh, Boy. You into phrenology too.","neutral","annoyance, disapproval, disgust","False","DSPy_100","GPT-5"
"6562","112",">provide a credible source. You first. For each claim.","neutral","annoyance, disapproval","False","DSPy_100","GPT-5"
"6563","113","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","disapproval","False","DSPy_100","GPT-5"
"6564","114","This is his worst season since his rookie year","neutral","disappointment","False","DSPy_100","GPT-5"
"6565","115","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","caring, realization, sadness","False","DSPy_100","GPT-5"
"6566","116","Mauston and Monticello were the beginning and end of my hope","optimism","disappointment, sadness","False","DSPy_100","GPT-5"
"6567","117","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards ","optimism","disapproval, optimism","False","DSPy_100","GPT-5"
"6568","118","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over i","optimism","disapproval","False","DSPy_100","GPT-5"
"6569","119","His time will come for that","optimism","optimism","True","DSPy_100","GPT-5"
"6570","120","This is the beginning of a comeback for the ages.","optimism","excitement, optimism","False","DSPy_100","GPT-5"
"6571","121","You become assertive and take back your share of the power and control over your life. Go get No Mor","pride","approval, caring, optimism","False","DSPy_100","GPT-5"
"6572","122","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","admiration, approval, caring, pride","False","DSPy_100","GPT-5"
"6573","123","Normally yeah but that was my friends first match ever and to encounter such a killer, who was runni","pride","caring, disappointment, sadness","False","DSPy_100","GPT-5"
"6574","124","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","amusement, excitement, joy","False","DSPy_100","GPT-5"
"6575","125","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","amusement, joy, pride","False","DSPy_100","GPT-5"
"6576","126","I already posted this 🤔🤷🏻‍♂️","realization","annoyance, confusion","False","DSPy_100","GPT-5"
"6577","127","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that'","realization","realization, neutral","False","DSPy_100","GPT-5"
"6578","128","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","approval, disapproval","False","DSPy_100","GPT-5"
"6579","129","You mean anti-intelligent","realization","annoyance, disapproval","False","DSPy_100","GPT-5"
"6580","130","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I unde","realization","realization","True","DSPy_100","GPT-5"
"6581","131","you’re gonna do just fine","relief","caring, optimism","False","DSPy_100","GPT-5"
"6582","132","This is really helpful to point out!!","relief","approval, gratitude","False","DSPy_100","GPT-5"
"6583","133","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","anger, annoyance, disapproval, realization","False","DSPy_100","GPT-5"
"6584","134","The papers listed at might be of help.","relief","neutral","False","DSPy_100","GPT-5"
"6585","135","well that's no creepy in the slightest","relief","annoyance, disapproval, disgust","False","DSPy_100","GPT-5"
"6586","136","Sorry, I wish I was wrong, but Mathews is over rated","remorse","disappointment, disapproval, remorse","False","DSPy_100","GPT-5"
"6587","137","Sorry guys, I went a little far... You can read my apology post here.","remorse","embarrassment, realization, remorse","False","DSPy_100","GPT-5"
"6588","138","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger, caring, disapproval","False","DSPy_100","GPT-5"
"6589","139","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","annoyance, disapproval, remorse","False","DSPy_100","GPT-5"
"6590","140","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","anger, annoyance, caring, disapproval, surprise","False","DSPy_100","GPT-5"
"6591","141","i also cried","sadness","sadness","True","DSPy_100","GPT-5"
"6592","142","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on","sadness","annoyance, disapproval, disgust","False","DSPy_100","GPT-5"
"6593","143","Me me big sad.","sadness","sadness","True","DSPy_100","GPT-5"
"6594","144","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, f","sadness","grief, sadness","False","DSPy_100","GPT-5"
"6595","145","His misogyny is disturbing.","sadness","anger, disapproval, disgust","False","DSPy_100","GPT-5"
"6596","146","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 sub","surprise","disappointment, surprise","False","DSPy_100","GPT-5"
"6597","147","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","disapproval","False","DSPy_100","GPT-5"
"6598","148","That’s a wonderful meaningless word salad","surprise","annoyance, disapproval","False","DSPy_100","GPT-5"
"6599","149","I can't believe you won!","surprise","excitement, joy, surprise","False","DSPy_100","GPT-5"
"6600","150","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","excitement, surprise","False","DSPy_100","GPT-5"
"6601","1","[NAME] damn it [NAME].","anger, annoyance","anger, annoyance, disapproval","False","DSPy_200","GPT-5"
"6602","2","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic","desire, optimism","amusement, desire, disapproval, excitement, joy, optimism","False","DSPy_200","GPT-5"
"6603","3","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration, approval","False","DSPy_200","GPT-5"
"6604","4","Our love is like, a violent game between children baby.","approval, love","love","False","DSPy_200","GPT-5"
"6605","5","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is th","anger, disgust","annoyance, disappointment, disapproval, disgust","False","DSPy_200","GPT-5"
"6606","6","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck","admiration","desire, optimism","False","DSPy_200","GPT-5"
"6607","7","Super cool to see","admiration","admiration, approval, excitement","False","DSPy_200","GPT-5"
"6608","8","This was a beautiful moment for the FT coming together","admiration","admiration, approval, joy","False","DSPy_200","GPT-5"
"6609","9","Must've been some damn good fries...","admiration","amusement, surprise","False","DSPy_200","GPT-5"
"6610","10","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic f","admiration","admiration, approval, disapproval, excitement","False","DSPy_200","GPT-5"
"6611","11","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","annoyance, disappointment, disapproval","False","DSPy_200","GPT-5"
"6612","12","The US version of The Office isn’t even the best version of The Office, never mind the best comedy e","amusement","annoyance, disapproval","False","DSPy_200","GPT-5"
"6613","13","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family po","amusement","amusement, disapproval, disgust, surprise","False","DSPy_200","GPT-5"
"6614","14","[NAME] got a serious case of the giggles today.","amusement","amusement","True","DSPy_200","GPT-5"
"6615","15","Busy night for you lol","amusement","amusement","True","DSPy_200","GPT-5"
"6616","16","because it’s funny","amusement","amusement","True","DSPy_200","GPT-5"
"6617","17","This video is funny but every time I watch it I get so mad at the guys filming and their belittling ","amusement","amusement, anger, annoyance, disapproval","False","DSPy_200","GPT-5"
"6618","18","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","DSPy_200","GPT-5"
"6619","19","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How","anger","anger, annoyance, disapproval","False","DSPy_200","GPT-5"
"6620","20","“What the FUCK is this [NAME], explain!”","anger","anger, annoyance, confusion, curiosity, disapproval, surprise","False","DSPy_200","GPT-5"
"6621","21","Shithole universe i mean.","anger","anger, annoyance, disapproval, disgust","False","DSPy_200","GPT-5"
"6622","22","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","amusement, anger, annoyance, disapproval","False","DSPy_200","GPT-5"
"6623","23","Fuck isn't it nice to have a [NAME] on the team?","anger","admiration, approval, excitement, joy","False","DSPy_200","GPT-5"
"6624","24","This was literally me!","annoyance","approval","False","DSPy_200","GPT-5"
"6625","25","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are co","annoyance","anger, annoyance, disapproval, disgust","False","DSPy_200","GPT-5"
"6626","26","What a poor woman who only wanted to tell someone what to do.","annoyance","annoyance, disapproval","False","DSPy_200","GPT-5"
"6627","27","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","surprise","False","DSPy_200","GPT-5"
"6628","28","Why don’t people just call the cops and give them the video?","annoyance","confusion, curiosity","False","DSPy_200","GPT-5"
"6629","29","What? Shut up?","annoyance","anger, annoyance, confusion, disapproval","False","DSPy_200","GPT-5"
"6630","30","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement","False","DSPy_200","GPT-5"
"6631","31","35-55 a week. no health restrictions, just eat what I feel like","approval","neutral","False","DSPy_200","GPT-5"
"6632","32","Im having a lot of fun, please continue the show","approval","amusement, approval, desire, excitement, joy","False","DSPy_200","GPT-5"
"6633","33","hes doing it for his kid","approval","neutral","False","DSPy_200","GPT-5"
"6634","34","I I'm so honored","approval","gratitude, pride","False","DSPy_200","GPT-5"
"6635","35","TBH I think they would've been better without the hot dog","approval","disapproval","False","DSPy_200","GPT-5"
"6636","36","That's the opposite of a bad thing.","caring","approval","False","DSPy_200","GPT-5"
"6637","37","Play something else and come back later. You’re burning yourself out","caring","caring","True","DSPy_200","GPT-5"
"6638","38","“No, you cannot get better” LOL","caring","amusement, disapproval","False","DSPy_200","GPT-5"
"6639","39","At the end of the day you still have to let him know though. There is nothing embarrassing about fru","caring","approval, caring","False","DSPy_200","GPT-5"
"6640","40","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Al","caring","caring, optimism","False","DSPy_200","GPT-5"
"6641","41","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","disapproval, optimism","False","DSPy_200","GPT-5"
"6642","42","Alicorn then maybe?","confusion","curiosity","False","DSPy_200","GPT-5"
"6643","43","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","DSPy_200","GPT-5"
"6644","44","Kinda like how he wants to “out” kids?","confusion","annoyance, disapproval","False","DSPy_200","GPT-5"
"6645","45","I am confusion.","confusion","confusion","True","DSPy_200","GPT-5"
"6646","46","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","annoyance, confusion, disappointment, disapproval, surprise","False","DSPy_200","GPT-5"
"6647","47","What is everybody obsession with trading away young players in this sub?","curiosity","annoyance, confusion, disapproval","False","DSPy_200","GPT-5"
"6648","48","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why ","curiosity","annoyance, disapproval, surprise","False","DSPy_200","GPT-5"
"6649","49","I am for socialised health care but how exactly would that solve long wait times?","curiosity","approval, confusion, curiosity","False","DSPy_200","GPT-5"
"6650","50","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble a","curiosity","confusion, curiosity, disapproval","False","DSPy_200","GPT-5"
"6651","51","Goodnight and good luck.","desire","caring, optimism","False","DSPy_200","GPT-5"
"6652","52","I wish I was there lol","desire","amusement, desire","False","DSPy_200","GPT-5"
"6653","53","What did he get help with?","desire","confusion, curiosity","False","DSPy_200","GPT-5"
"6654","54","You should eat real cake today too!","desire","desire, excitement","False","DSPy_200","GPT-5"
"6655","55","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefu","desire","annoyance, desire, disappointment, optimism","False","DSPy_200","GPT-5"
"6656","56","i got a bump and a bald spot. i feel dumb <3","disappointment","embarrassment","False","DSPy_200","GPT-5"
"6657","57","I just don't want to see them shame themselves, and actually show their worth and virtue instead of ","disappointment","caring, desire, disapproval","False","DSPy_200","GPT-5"
"6658","58","She refuses to go to therapy.","disappointment","annoyance, disappointment, disapproval","False","DSPy_200","GPT-5"
"6659","59","""I didn't learn anything from the last short clip video on twitter that cut in mid way through an co","disappointment","amusement, annoyance, disappointment, disapproval","False","DSPy_200","GPT-5"
"6660","60","No no no. They only have no worth if they don’t support [RELIGION].","disappointment","annoyance, disapproval, disgust","False","DSPy_200","GPT-5"
"6661","61","I don't judge anyone with this stuff trust me I can hold it close to my face so I could make tea!","disapproval","amusement, caring, pride","False","DSPy_200","GPT-5"
"6662","62","Not possible to change da truth","disapproval","neutral","False","DSPy_200","GPT-5"
"6663","63","I guess if you haven't been on the sub for a while you don't understand that boycott was synonymous ","disapproval","annoyance, disapproval","False","DSPy_200","GPT-5"
"6664","64","I'm just reminding everyone. you're not helping the situation by being pedantic","disapproval","annoyance, disappointment, disapproval","False","DSPy_200","GPT-5"
"6665","65","Not surprised...he has ZERO interest in finding a job and living like a responsible adult...","disapproval","annoyance, disapproval","False","DSPy_200","GPT-5"
"6666","66","People are very complicated.","disgust","realization","False","DSPy_200","GPT-5"
"6667","67","Plus, thinking you know someone that you don't just weirds them out. It must be disturbing having pe","disgust","annoyance, caring, disapproval","False","DSPy_200","GPT-5"
"6668","68","You’re right, republicans are worse because they have nukes.","disgust","annoyance, approval, disapproval","False","DSPy_200","GPT-5"
"6669","69","They’re disgusting people inside and out","disgust","anger, disapproval, disgust","False","DSPy_200","GPT-5"
"6670","70","creepy, the only way to make it more creepy is to leave it on her bed stand table to find it in the ","disgust","disapproval, disgust, fear","False","DSPy_200","GPT-5"
"6671","71","feeling like im not normal and that im shameful and wrong and other people telling me those things a","embarrassment","disappointment, embarrassment, realization, sadness","False","DSPy_200","GPT-5"
"6672","72","Why am I crying alone in my room rn","embarrassment","confusion, sadness","False","DSPy_200","GPT-5"
"6673","73","For fucking real. That is not normal behavior for anyone over the age of 15 and it's totally cringey","embarrassment","annoyance, disapproval, disgust, embarrassment","False","DSPy_200","GPT-5"
"6674","74","What no one in the history of time has ever recovered from a bad first date? Hard pass on this anecd","embarrassment","annoyance, disapproval","False","DSPy_200","GPT-5"
"6675","75","What? I’m regular lurker here that just deiced to comment.","embarrassment","confusion, surprise","False","DSPy_200","GPT-5"
"6676","76","I used to work nights at a 24-hour Walmart, “interesting” is a damn tame word for it.","excitement","annoyance","False","DSPy_200","GPT-5"
"6677","77","Married at first sight!","excitement","excitement","True","DSPy_200","GPT-5"
"6678","78","I just watched the video and I don’t think that was his sister.","excitement","realization","False","DSPy_200","GPT-5"
"6679","79","I can’t wait!!!","excitement","desire, excitement, optimism","False","DSPy_200","GPT-5"
"6680","80","Airport is crazy busy. T2 specifically. Crazy crazy. Get there earlier if dropping bags... Virgin ev","excitement","annoyance, surprise","False","DSPy_200","GPT-5"
"6681","81","Super creepy. And leaving the note is out of line","fear","disapproval, fear","False","DSPy_200","GPT-5"
"6682","82","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","amusement, disapproval, pride","False","DSPy_200","GPT-5"
"6683","83","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","annoyance, disappointment, sadness","False","DSPy_200","GPT-5"
"6684","84","I would be creeped out.","fear","fear, nervousness","False","DSPy_200","GPT-5"
"6685","85","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","DSPy_200","GPT-5"
"6686","86","thank you!!","gratitude","gratitude","True","DSPy_200","GPT-5"
"6687","87","Thank you!","gratitude","gratitude","True","DSPy_200","GPT-5"
"6688","88","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","admiration, approval, gratitude","False","DSPy_200","GPT-5"
"6689","89","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement, embarrassment","False","DSPy_200","GPT-5"
"6690","90","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","gratitude","True","DSPy_200","GPT-5"
"6691","91",">ribs My condolences on your loss.","grief","caring, sadness","False","DSPy_200","GPT-5"
"6692","92","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","disapproval, grief","False","DSPy_200","GPT-5"
"6693","93","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","disappointment, sadness","False","DSPy_200","GPT-5"
"6694","94","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though","grief","admiration, approval, disappointment","False","DSPy_200","GPT-5"
"6695","95","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","DSPy_200","GPT-5"
"6696","96","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","amusement, approval","False","DSPy_200","GPT-5"
"6697","97","I like you both.","joy","love","False","DSPy_200","GPT-5"
"6698","98","So happy for your strong stance and to help him on his way out of your life.","joy","admiration, approval, disapproval, joy","False","DSPy_200","GPT-5"
"6699","99","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they","joy","approval, disapproval, relief, surprise","False","DSPy_200","GPT-5"
"6700","100","Oh the joys of Marine Corps boot camp!!","joy","amusement, annoyance","False","DSPy_200","GPT-5"
"6701","101","I like you. Yes, you.","love","love","True","DSPy_200","GPT-5"
"6702","102","The Iowa State Cyclones are my favorite college basketball team.","love","love","True","DSPy_200","GPT-5"
"6703","103","I actually currently have a girlfriend and I love her. It's just that those past situations gave me ","love","disappointment, love, sadness","False","DSPy_200","GPT-5"
"6704","104","love how nobody decides to run over to him and help","love","annoyance, caring, disappointment, disapproval","False","DSPy_200","GPT-5"
"6705","105","Love Galore pt.2 💯🔥🔥","love","approval, excitement, joy, optimism","False","DSPy_200","GPT-5"
"6706","106","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","realization","False","DSPy_200","GPT-5"
"6707","107","Your age difference is incredibly creepy.","nervousness","disapproval, disgust","False","DSPy_200","GPT-5"
"6708","108","Run the addresses through the property records. If the mailing address of owner ain't local, they it","nervousness","disapproval","False","DSPy_200","GPT-5"
"6709","109","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","annoyance, disapproval, surprise","False","DSPy_200","GPT-5"
"6710","110","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","caring, fear","False","DSPy_200","GPT-5"
"6711","111","Oh, Boy. You into phrenology too.","neutral","annoyance, disappointment, disapproval, disgust","False","DSPy_200","GPT-5"
"6712","112",">provide a credible source. You first. For each claim.","neutral","annoyance, disapproval","False","DSPy_200","GPT-5"
"6713","113","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","disapproval","False","DSPy_200","GPT-5"
"6714","114","This is his worst season since his rookie year","neutral","disappointment","False","DSPy_200","GPT-5"
"6715","115","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","realization","False","DSPy_200","GPT-5"
"6716","116","Mauston and Monticello were the beginning and end of my hope","optimism","disappointment, sadness","False","DSPy_200","GPT-5"
"6717","117","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards ","optimism","curiosity, disapproval, optimism","False","DSPy_200","GPT-5"
"6718","118","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over i","optimism","disapproval","False","DSPy_200","GPT-5"
"6719","119","His time will come for that","optimism","optimism","True","DSPy_200","GPT-5"
"6720","120","This is the beginning of a comeback for the ages.","optimism","excitement, optimism, realization","False","DSPy_200","GPT-5"
"6721","121","You become assertive and take back your share of the power and control over your life. Go get No Mor","pride","approval, optimism","False","DSPy_200","GPT-5"
"6722","122","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","admiration, approval, caring, joy, pride","False","DSPy_200","GPT-5"
"6723","123","Normally yeah but that was my friends first match ever and to encounter such a killer, who was runni","pride","annoyance, caring, disappointment, disapproval, sadness","False","DSPy_200","GPT-5"
"6724","124","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","amusement, excitement, joy","False","DSPy_200","GPT-5"
"6725","125","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","amusement, pride","False","DSPy_200","GPT-5"
"6726","126","I already posted this 🤔🤷🏻‍♂️","realization","annoyance, confusion","False","DSPy_200","GPT-5"
"6727","127","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that'","realization","neutral","False","DSPy_200","GPT-5"
"6728","128","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","approval, disapproval","False","DSPy_200","GPT-5"
